45565416	36	35	35	35	1	-11	-6	55	170	664
45569228	36	35	35	35	9	-15	-15	55	170	664
45573069	36	35	35	35	6	-15	-21	55	171	663
45577001	36	35	35	35	2	-10	-21	55	171	663
45580815	36	36	36	36	7	1	-18	55	171	663
45584831	36	36	36	36	8	6	-7	55	171	662
45588818	36	36	36	36	4	0	4	55	171	662
45592774	36	36	36	36	4	-4	7	55	171	662
45596841	36	36	36	36	10	-3	10	55	171	662
45600779	36	36	36	36	8	-3	22	55	171	661
45604727	36	35	35	35	5	-7	28	55	171	661
45608773	36	35	35	35	2	-11	27	55	171	661
45612714	36	36	36	36	-3	-11	27	55	171	661
45616657	36	36	36	36	-4	-10	22	55	171	661
45620617	36	36	36	36	-8	-11	13	55	171	660
45624572	36	35	35	35	-11	-13	13	55	171	660
45628618	36	35	35	35	-7	-8	8	55	171	660
45632556	36	35	35	35	-1	2	-1	55	171	659
45636578	36	36	36	36	1	10	-2	55	171	659
45640540	36	36	36	36	-2	19	-6	55	171	659
45644503	36	36	36	36	-2	21	-8	55	171	659
45648544	36	36	36	36	3	21	-5	55	171	658
45652500	36	36	36	36	6	21	-2	55	171	658
45656468	36	35	35	35	2	16	4	55	171	658
45660515	36	35	35	35	1	7	3	55	171	657
45664478	36	35	35	35	0	-1	0	55	171	657
45668423	36	36	36	36	-8	-1	2	55	171	657
45672361	36	35	35	35	-8	-3	4	55	171	657
45676298	36	35	35	35	-11	-1	9	55	171	656
45680251	36	35	35	35	-15	2	9	55	171	656
45684196	36	35	35	35	-11	1	11	55	171	656
45688220	36	35	35	35	-10	-4	21	55	171	656
45692170	36	35	35	35	-9	-8	26	55	171	655
45696122	36	35	35	35	-10	-4	17	55	171	655
45700151	36	35	35	35	-14	3	10	55	171	655
45704106	36	35	35	35	-21	2	9	55	171	655
45708118	36	35	35	35	-19	-5	6	55	171	654
45712108	36	36	36	36	-8	-8	13	55	171	654
45716053	36	35	35	35	-3	-8	12	55	171	654
45720082	36	35	35	35	-4	-3	4	55	171	654
45724026	36	35	35	35	-2	-3	-1	55	171	654
45727993	36	35	35	35	0	-5	-6	55	171	653
45731945	36	35	35	35	7	-1	-2	55	171	653
45735888	36	35	35	35	17	3	-7	55	171	653
45739836	36	35	35	35	18	2	-19	55	171	652
45743785	36	35	35	35	13	-2	-17	55	171	652
45747743	36	35	35	35	3	-6	-11	55	171	652
45751773	36	35	35	35	-12	-6	-14	55	171	651
45755727	36	35	35	35	-13	-3	-20	55	171	651
45759747	36	35	35	35	-7	0	-15	55	171	651
45815272	36	38	38	38	-7	1	-11	55	171	650
45819350	36	41	41	41	-5	1	-12	55	171	650
45823253	36	40	40	40	-4	1	-7	55	171	650
45827089	36	40	40	40	-5	3	4	55	172	650
45830908	36	39	39	39	-6	3	13	55	172	649
45834804	36	39	39	39	-5	0	9	55	172	649
45838620	36	38	38	38	-6	-1	-1	55	172	649
45842522	36	38	38	38	-3	-2	-4	55	172	649
45846346	36	37	37	37	0	-4	-2	55	172	648
45850157	36	37	37	37	-3	-11	3	55	172	648
45853980	36	37	37	37	-1	-15	11	55	172	648
45857826	36	36	36	36	-1	-9	18	55	172	648
45861638	36	36	36	36	-8	-5	17	55	172	647
45865484	36	36	36	36	-6	-3	11	55	172	647
45869293	36	36	36	36	0	-7	3	55	172	647
45873221	36	35	35	35	-3	-8	-5	55	172	647
45877059	36	35	35	35	-6	-8	-8	55	172	646
45880873	36	35	35	35	2	-9	-7	55	172	646
45884802	36	36	36	36	6	-5	0	55	172	646
45888626	36	35	35	35	3	-8	7	55	172	646
45892467	36	35	35	35	0	-8	9	55	172	645
45896363	36	35	35	35	-1	-7	10	55	172	645
45900174	36	35	35	35	3	-7	14	55	172	645
45904087	36	35	35	35	1	-8	16	55	172	645
45907934	36	35	35	35	0	-5	14	55	172	644
45911741	36	35	35	35	-1	5	9	55	172	644
45915588	36	35	35	35	-2	4	-10	55	172	644
45919416	36	35	35	35	5	3	-23	55	172	643
45923227	36	35	35	35	17	0	-22	55	172	643
45927064	36	35	35	35	21	-5	-22	55	172	643
45930881	36	35	35	35	16	-5	-26	55	172	642
45934804	36	35	35	35	13	-2	-34	55	173	642
45938625	36	35	35	35	12	0	-43	55	173	642
45942462	36	35	35	35	12	-5	-40	55	173	641
45946383	36	35	35	35	7	-4	-35	55	173	641
45950208	36	35	35	35	-1	-1	-29	55	173	640
45954062	36	35	35	35	-4	-2	-18	54	173	640
45957949	36	34	34	34	-3	0	-9	54	173	640
45961750	36	34	34	34	-2	2	0	54	173	639
45965687	36	34	34	34	-6	6	3	54	173	639
45969518	36	34	34	34	-10	8	7	55	173	639
45973344	36	35	35	35	-8	10	13	55	173	639
45977169	36	35	35	35	-4	11	15	55	173	638
45980990	36	35	35	35	-6	7	15	55	173	638
45984825	36	35	35	35	-6	0	16	55	173	638
45988647	36	35	35	35	-4	-2	15	55	173	638
45992584	36	36	36	36	-2	-4	6	55	173	638
45996629	36	36	36	36	-2	-8	-4	54	173	637
46000591	36	36	36	36	-1	-7	-3	54	173	637
46004551	36	35	35	35	-2	0	5	54	173	637
46008589	36	36	36	36	1	4	14	54	173	637
46012524	36	36	36	36	7	4	21	54	173	636
46016528	36	36	36	36	2	2	24	54	173	636
46020490	36	36	36	36	1	0	23	54	173	636
46024448	36	35	35	35	-1	-3	22	54	173	636
46028488	36	35	35	35	-1	-8	19	54	173	636
46032442	36	35	35	35	2	-6	11	54	173	635
46036397	36	35	35	35	4	-8	4	54	173	635
46040345	36	35	35	35	5	-7	8	54	173	635
46044280	36	35	35	35	2	-2	20	54	173	635
46048248	36	35	35	35	5	-2	24	54	173	635
46052197	36	35	35	35	3	-7	25	54	173	635
46056129	36	35	35	35	-9	-11	24	54	173	634
46060181	36	35	35	35	-14	-11	21	54	173	634
46064124	36	35	35	35	-15	-12	23	54	173	634
46068176	36	35	35	35	-14	-9	33	54	173	634
46072126	36	35	35	35	-9	-11	43	54	173	634
46076061	36	35	35	35	-5	-14	46	54	173	634
46080111	36	35	35	35	-3	-14	38	54	173	634
46084054	36	35	35	35	-2	-17	32	54	173	633
46088073	36	35	35	35	3	-15	27	54	173	633
46092022	36	35	35	35	6	-10	25	54	173	633
46095964	36	35	35	35	7	-2	27	54	173	633
46099912	36	36	36	36	6	3	15	54	173	633
46103847	36	36	36	36	1	3	7	54	173	633
46107792	36	36	36	36	1	0	13	54	173	632
46111737	36	36	36	36	1	-7	16	54	173	632
46115692	36	35	35	35	-1	-10	11	54	173	632
46119721	36	35	35	35	-2	-15	16	54	173	632
46123663	36	35	35	35	-2	-18	25	54	173	632
46127621	36	35	35	35	-1	-11	22	54	173	631
46131659	36	35	35	35	3	-7	13	54	173	631
46135627	36	35	35	35	8	-5	17	54	173	631
46139649	36	35	35	35	8	-3	25	54	173	631
46143585	36	35	35	35	9	-3	29	54	173	631
46147528	36	35	35	35	14	3	38	54	173	630
46151571	36	35	35	35	14	5	39	54	173	630
46155537	36	35	35	35	8	2	40	54	174	630
46159494	36	35	35	35	4	2	41	54	174	630
46163444	36	35	35	35	0	-1	43	54	174	630
46167396	36	35	35	35	-4	-3	46	54	174	630
46223030	36	39	39	39	-4	-5	43	54	174	630
46227098	36	41	41	41	-4	-1	37	54	174	630
46230906	36	41	41	41	1	4	34	54	174	630
46234740	36	40	40	40	2	7	35	54	174	629
46238553	36	39	39	39	3	6	27	54	174	629
46242433	36	39	39	39	9	4	21	54	174	629
46246261	36	38	38	38	16	2	23	54	174	629
46250069	36	38	38	38	25	4	19	54	174	629
46253979	36	38	38	38	29	6	19	54	175	629
46257823	36	37	37	37	28	7	25	54	175	628
46261635	36	37	37	37	23	7	23	54	175	628
46265576	36	37	37	37	14	8	19	54	175	628
