52696009	36	-1	12	16	-429	-138	285
52700287	36	0	8	17	-668	-226	225
52704680	36	-1	4	15	-661	-282	59
52708961	36	-4	1	13	-472	-277	-189
52713264	36	-7	2	11	-163	-154	-265
52717543	36	-7	7	9	273	117	-401
52721830	36	-4	12	6	514	521	-353
52726115	36	0	14	5	506	753	-88
52730401	36	1	13	6	555	415	173
52786434	36	0	12	6	548	128	329
52790790	36	1	13	7	540	-8	241
52794948	36	1	9	13	144	-80	-35
52799191	36	0	5	17	64	-253	-145
52803375	36	0	5	17	135	-500	1
52807638	36	-2	6	21	17	-513	-6
52811812	36	-4	9	18	-62	-480	-28
52815965	36	-5	9	12	-329	-76	-137
52820222	36	-5	9	11	-107	293	-407
52824395	36	-3	9	9	48	376	-638
52828631	36	-1	9	4	357	271	-673
52832780	36	0	13	-1	907	287	-596
52836960	36	-1	15	1	932	451	-467
52841117	36	-1	15	3	731	251	-275
52845289	36	-1	14	3	456	210	-327
52849462	36	0	11	6	256	77	-579
52853623	36	0	8	12	7	-125	-844
52857794	36	-1	6	16	-119	-267	-978
52862055	36	-2	6	17	-78	-368	-875
52866210	36	-4	8	20	-187	-290	-645
52870446	36	-5	10	19	-326	-285	-505
52874626	36	-5	7	15	-431	25	-430
52878774	36	-5	5	10	-272	282	-236
52883035	36	-3	3	7	-219	353	-25
52887214	36	0	2	5	51	353	93
52891459	36	1	4	4	479	466	95
52895638	36	1	5	5	374	513	-48
52899801	36	1	7	3	348	133	-352
52903959	36	0	6	3	220	-66	-533
52908140	36	-2	7	6	160	-139	-344
52912302	36	-2	6	10	-154	-352	4
52916455	36	-3	3	14	-370	-463	287
52920712	36	-3	4	15	-186	-313	304
52924884	36	-3	5	19	-352	-238	157
52929041	36	-3	5	19	-393	-199	-142
52933313	36	-2	6	14	-318	43	-450
52937480	36	-1	7	11	-85	198	-480
52941713	36	-1	6	7	-110	167	-299
52945869	36	0	4	6	93	167	-51
52950139	36	2	5	7	442	397	-46
52954536	36	2	8	8	465	344	-379
52958819	36	2	9	5	467	23	-718
52963099	36	2	8	5	335	-101	-627
52967402	36	-1	6	8	235	-249	-235
52971670	36	-2	1	13	-241	-454	276
52975972	36	-2	-5	14	-436	-455	637
52980237	36	-2	-3	12	-199	-248	485
52984638	36	-2	1	17	-196	-285	316
52988925	36	-2	5	15	-199	-235	114
52993274	36	-3	4	9	-208	0	3
52997570	36	-4	4	6	-22	51	320
53001857	36	-3	3	4	-108	92	677
53006212	36	-1	1	4	-62	437	909
53010503	36	1	4	1	393	664	773
53014893	36	2	10	4	487	335	580
53019171	36	2	12	4	460	33	460
53023481	36	1	9	4	261	-250	466
53027760	36	-1	5	9	94	-396	838
53032051	36	-4	1	14	-336	-313	1069
53036322	36	-3	-1	16	-445	-315	1019
53040591	36	-1	1	16	-226	-222	860
53044948	36	-2	6	21	-296	-110	786
53049250	36	-3	7	19	-320	-185	755
53053553	36	-4	4	13	-288	-156	858
53057915	36	-5	1	8	-123	49	900
53062209	36	-4	-2	7	-62	311	717
53066566	36	-1	-2	6	189	689	543
53070859	36	2	1	4	414	724	246
53075199	36	2	4	4	561	391	114
53079492	36	2	5	4	489	22	178
53083777	36	-1	4	5	159	-312	146
53088069	36	-3	3	7	99	-383	76
53092358	36	-5	2	12	-164	-251	40
53096634	36	-4	0	17	-233	-44	202
53100929	36	-2	2	18	-71	-54	331
53105321	36	-1	6	23	-33	-196	294
53109619	36	-2	10	22	54	-148	-1
53165562	36	-3	11	18	59	-95	-287
53169994	36	-2	9	16	-350	7	45
53174144	36	0	5	12	-613	393	159
53178386	36	3	2	6	-442	587	-10
53182546	36	3	2	7	-362	356	-262
53186711	36	3	6	6	141	-169	-931
53190952	36	1	8	0	165	-406	-1047
53195112	36	-1	9	3	263	-328	-384
53199389	36	-3	10	8	92	-207	587
53203552	36	-3	9	15	-301	96	1400
53207704	36	-2	8	18	-295	250	1723
53211875	36	0	7	22	-280	89	1536
53216027	36	2	11	21	158	-300	834
53220190	36	-2	14	19	160	-120	242
53224359	36	-5	11	18	57	11	302
53228612	36	-4	7	12	-53	-56	723
53232776	36	-2	6	9	-134	356	887
53236954	36	0	5	5	-105	510	843
53241207	36	1	6	3	-73	339	527
53245375	36	0	10	-1	307	3	67
53249621	36	0	12	-3	337	-245	188
53253775	36	-1	9	0	63	-403	725
53257940	36	-3	7	5	-232	-267	1207
53262203	36	-3	5	11	-493	93	1594
53266347	36	-2	3	18	-643	120	1580
53270513	36	1	0	21	-564	-10	1150
53274679	36	3	0	18	-318	-260	839
53278831	36	1	1	19	-234	-120	712
53283012	36	-3	-1	18	-393	-139	712
53287184	36	-2	-5	11	-410	-213	658
53291436	36	-1	-8	5	-424	269	523
53295617	36	1	-7	7	-237	462	370
53299822	36	4	-1	5	175	201	-5
53304024	36	5	4	2	326	-167	-274
53308200	36	3	8	2	492	-325	-108
53312445	36	0	8	8	243	-536	384
53316606	36	-2	6	13	108	-458	741
53320862	36	-3	5	15	-165	-103	750
53325025	36	-2	5	20	-224	81	484
53329324	36	1	10	17	140	160	0
53333607	36	3	14	16	318	33	-193
53337900	36	1	13	17	231	-107	78
53342197	36	-2	9	14	-23	-351	234
53346485	36	-3	6	6	-17	-226	109
53350785	36	-4	5	2	-22	158	-108
53355165	36	-2	6	1	167	359	-329
53359471	36	1	11	-4	344	331	-408
53363847	36	2	15	-4	462	-7	-238
53368144	36	0	15	0	97	-272	237
53372485	36	-4	9	4	-129	-441	775
53376784	36	-5	6	8	-286	-292	1085
53381066	36	-5	3	16	-596	-8	977
53385445	36	-3	3	18	-307	222	654
53389737	36	-1	4	20	-325	335	345
53394008	36	0	5	23	-203	135	159
53398301	36	-2	4	18	-279	-129	14
53402579	36	-4	0	11	-216	-212	-156
53406888	36	-5	-3	6	-117	82	-135
53411182	36	-5	-2	7	-39	312	-19
53415573	36	-2	1	2	335	454	43
53419861	36	1	6	0	517	371	2
53424222	36	3	8	2	636	-142	-4
53428498	36	1	10	5	388	-425	-128
53432771	36	-3	10	10	264	-297	-506
53437173	36	-6	10	14	170	-69	-712
53441459	36	-6	11	19	-25	79	-599
53445858	36	-3	11	19	-35	389	-397
53450140	36	-1	13	19	130	461	-110
53454435	36	-1	14	21	159	104	-24
53458724	36	-2	12	17	-39	-152	-293
53463006	36	-3	8	9	-65	-104	-593
53467312	36	-4	8	6	121	86	-866
53471580	36	-3	9	4	221	250	-954
53475978	36	0	11	-1	428	294	-838
53480274	36	2	14	-3	525	143	-659
53484620	36	1	13	1	217	-56	-296
53540586	36	0	11	3	60	-154	-71
53544944	36	-1	13	5	80	-138	79
53549205	36	-3	13	12	-125	8	204
53553363	36	-2	12	18	-444	-136	53
53557553	36	0	7	20	-757	-296	-333
53561708	36	1	4	17	-585	-137	-696
53565866	36	0	2	11	-342	-23	-746
53570121	36	0	0	8	-242	-109	-487
53574285	36	0	0	2	-86	-281	-118
53578439	36	0	2	-3	-32	-21	-31
53582604	36	-1	6	-5	25	148	-132
53586786	36	-1	8	-5	-73	79	-391
53590943	36	-1	8	-3	128	-94	-600
53595106	36	-1	8	2	249	-153	-501
53599381	36	0	7	9	85	10	-91
53603541	36	-1	6	13	-37	56	298
53607704	36	-1	6	16	-85	117	385
53611968	36	0	6	20	-230	-24	408
53616121	36	0	5	20	-270	-227	297
53620364	36	0	4	15	-132	-285	204
53624545	36	-1	3	13	-49	-110	242
53628795	36	-1	4	10	-2	-59	325
53632936	36	1	6	4	51	-86	421
53637117	36	2	9	-1	146	74	304
53641287	36	1	12	-2	-11	57	102
53645440	36	1	12	-1	-34	-64	-9
53649612	36	0	12	1	92	-124	-56
53653766	36	-1	10	8	34	-14	21
53657932	36	0	7	15	-139	-2	43
53662188	36	0	5	17	-96	2	57
53666336	36	-1	5	21	-138	28	67
53670550	36	-1	2	25	-352	-243	50
53674718	36	-2	0	21	-319	-285	162
53678870	36	-2	-2	15	-288	-121	319
53683140	36	-2	-3	12	-120	-52	498
53687320	36	-2	-3	6	-142	105	646
53691549	36	-1	-4	-1	-74	113	734
53695729	36	1	-3	-5	176	52	692
53699896	36	1	2	-4	297	-38	569
53704177	36	-1	5	-3	371	-126	448
53708475	36	-2	7	3	321	-128	532
53712760	36	-3	5	10	52	44	807
53717060	36	-4	5	14	-188	179	776
53721435	36	-2	4	18	-279	19	667
53725742	36	-1	2	21	-208	-39	688
53730021	36	-1	4	22	21	-61	654
53734416	36	-3	5	21	91	29	615
53738708	36	-3	5	17	174	34	638
53743099	36	-2	4	12	89	-33	561
53747394	36	-2	4	8	15	146	291
53751661	36	-2	5	3	-84	191	98
53756052	36	-1	5	-3	149	108	100
53760338	36	-2	8	-3	239	19	247
53764648	36	-4	10	1	215	22	364
53768925	36	-3	9	5	183	-70	460
53773232	36	-5	5	10	-15	52	327
53777525	36	-6	3	15	-101	236	-10
53781813	36	-4	-1	21	-360	141	-25
53786180	36	-1	-3	21	-111	195	117
53790474	36	-1	-2	22	-79	201	273
53794872	36	-2	-1	25	-129	82	248
53799156	36	-1	0	18	31	-284	-181
53803558	36	-1	1	13	122	-262	-599
53807841	36	-2	2	8	195	-16	-659
53812134	36	-2	4	4	108	-52	-580
53816497	36	-1	6	-1	202	85	-312
53820795	36	0	9	-2	231	178	51
53825074	36	0	11	3	179	60	115
53829380	36	0	10	7	119	-209	45
53833670	36	-2	10	11	114	-96	-276
53837963	36	-3	10	16	31	50	-615
53842241	36	-3	5	19	-235	64	-452
53846605	36	0	2	19	-102	207	-217
53850903	36	0	4	20	139	196	-152
53855276	36	0	6	19	210	43	-129
53859577	36	1	6	14	156	-468	-254
53863865	36	-1	6	10	192	-364	-442
53919904	36	-2	7	9	337	81	-517
53924275	36	-1	5	5	162	49	-368
53928531	36	0	0	1	-79	-289	-159
53932685	36	-2	-4	1	123	-664	-65
53936880	36	-6	-5	5	113	-586	124
53941113	36	-6	-4	9	111	-241	319
53945271	36	-4	0	10	138	239	307
53949438	36	-1	2	16	29	321	268
53953597	36	2	3	19	201	37	352
53957766	36	3	-1	19	143	-265	683
53961938	36	2	-6	19	257	-565	986
53966098	36	-3	-6	15	215	-601	1120
53970355	36	-5	-1	11	192	-67	1193
53974539	36	-3	3	8	55	439	1077
53978790	36	0	6	8	-173	331	964
53982932	36	2	4	3	-228	-10	873
53987113	36	2	-1	0	-300	-378	791
53991369	36	-2	-4	2	-134	-508	787
53995551	36	-6	-3	5	-48	-471	832
53999754	36	-6	1	8	35	-57	988
54003918	36	-4	5	11	31	551	942
54008094	36	0	7	16	47	463	801
54012247	36	4	5	18	98	4	748
54016406	36	5	0	20	81	-393	626
54020576	36	2	0	18	322	-610	357
54024747	36	-3	3	13	288	-418	13
54028909	36	-5	6	10	199	69	-114
54033187	36	-2	10	9	146	400	-263
54037357	36	1	13	7	-13	330	-532
54041601	36	3	9	2	-145	-41	-726
54045778	36	1	6	1	-145	-354	-919
54049938	36	-4	5	2	-54	-315	-994
54054195	36	-7	7	6	55	-188	-927
54058350	36	-7	10	8	293	153	-741
54062596	36	-4	11	11	307	571	-450
54066782	36	0	13	17	402	466	-180
54070936	36	2	10	20	291	60	-125
54075092	36	2	5	22	269	-336	-411
54079276	36	-1	6	19	435	-403	-845
54083567	36	-5	9	14	467	-95	-943
54087845	36	-5	11	10	394	224	-598
54092181	36	-3	11	10	67	420	-304
54096453	36	0	10	6	-54	272	-251
54100744	36	0	7	2	-212	-72	-533
54105122	36	-3	3	1	-196	-245	-836
54109430	36	-5	3	2	-105	-269	-702
54113813	36	-6	5	5	-81	-135	-286
54118111	36	-5	7	6	115	241	303
54122496	36	-1	7	11	95	501	931
54126786	36	1	5	17	18	316	1156
54131058	36	2	3	18	47	-98	886
54135345	36	2	2	19	180	-396	295
54139645	36	-1	6	18	338	-274	-187
54143921	36	-3	5	14	23	169	193
54148222	36	-1	2	11	-224	311	843
54152488	36	1	1	11	-256	182	1037
54156883	36	3	1	6	-405	19	926
54161154	36	1	1	1	-462	-237	483
54165559	36	-3	2	0	-368	-285	53
54169849	36	-4	5	2	-270	-334	95
54174221	36	-4	6	5	-427	-162	566
54178505	36	-1	3	6	-258	344	1156
54182775	36	2	3	11	-21	384	1533
54187169	36	3	4	17	110	63	1416
54191443	36	3	3	17	131	-203	968
54195739	36	1	3	16	273	-281	494
54200013	36	-2	6	16	329	-217	316
54204307	36	-3	4	15	-105	156	659
54208592	36	0	2	11	-258	291	842
54212884	36	2	1	10	-346	89	705
54217286	36	2	0	6	-413	-14	350
54221549	36	0	1	1	-455	-302	-234
54225891	36	-3	2	1	-307	-385	-408
54230176	36	-5	6	4	-290	-332	-137
54234482	36	-4	5	8	-481	-24	375
54238852	36	0	2	10	-294	355	931
54243152	36	2	2	13	-78	304	1014
54299234	36	3	3	18	44	231	874
54303634	36	5	1	18	-152	128	918
54307904	36	7	1	17	-68	-217	750
54312124	36	7	1	14	-77	-583	298
54316313	36	4	0	10	-228	-801	-112
54320536	36	0	-1	3	-260	-777	-185
54324759	36	-3	-2	-1	-390	-638	-44
54328974	36	-3	0	-3	-286	-478	85
54333199	36	-1	1	-3	-302	-222	227
54337416	36	0	2	1	-167	-142	188
54341727	36	0	4	7	78	-112	28
54345938	36	-2	8	12	136	-51	-113
54350248	36	-3	9	14	201	85	-240
54354471	36	-2	9	17	301	299	66
54358778	36	-1	8	19	169	486	522
54362977	36	1	7	19	-7	310	711
54367200	36	3	5	17	68	-70	714
54371495	36	2	4	13	202	-279	707
54375725	36	-1	5	11	50	-545	718
54379940	36	-4	5	5	-228	-429	455
54384145	36	-5	4	-2	-299	-230	220
54388373	36	-4	4	-2	-234	-85	34
54392592	36	-2	6	0	-180	101	-70
54396829	36	-1	7	3	-71	87	172
54401131	36	-1	9	6	310	11	457
54405340	36	-2	9	14	153	-129	763
54409591	36	-3	7	17	-83	13	841
54413865	36	-2	6	16	65	317	634
54418088	36	-1	5	21	199	506	422
54422386	36	2	3	22	79	276	157
54426584	36	5	-4	17	-143	-190	49
54430910	36	3	-1	11	255	-394	-36
54435067	36	-2	4	9	67	-508	-149
54439249	36	-5	2	4	-313	-395	-42
54443416	36	-5	2	-5	-367	-81	192
54447579	36	-3	2	-2	-331	113	345
54451792	36	0	3	0	-247	110	270
54455947	36	1	3	3	-203	-79	88
54460098	36	-1	7	7	311	-243	-119
54464485	36	-3	11	13	393	-213	-150
54468768	36	-4	12	17	193	89	38
54473160	36	-3	11	19	108	470	94
54477466	36	-1	10	23	35	559	-6
54481860	36	2	9	23	55	449	-271
54486140	36	4	5	17	-17	3	-514
54490406	36	2	2	14	242	-330	-600
54494712	36	-2	5	10	303	-235	-490
54498988	36	-5	5	6	-108	-152	-375
54503299	36	-4	3	0	-283	30	-365
54507603	36	-2	2	-3	-384	98	-440
54511900	36	0	1	0	-247	245	-625
54516265	36	1	0	2	-128	87	-483
54520549	36	-1	-1	8	95	-426	-268
54524926	36	-3	2	11	407	-364	-146
54529230	36	-5	5	17	269	21	139
54533613	36	-5	5	22	153	379	322
54537893	36	-3	5	23	86	580	196
54542184	36	0	2	24	39	687	91
54546613	36	2	0	22	10	290	99
54550982	36	2	-1	17	239	-425	100
54555331	36	0	1	10	256	-440	543
54559698	36	-3	0	4	-140	-249	1237
54564043	36	-4	1	-1	-367	-138	1478
54568415	36	-2	3	-4	-436	-75	1076
54572772	36	2	3	-5	-372	-4	632
54577251	36	2	3	-2	-232	-16	410
54581587	36	-1	6	3	204	-457	230
54586050	36	-4	8	8	316	-542	336
54590399	36	-6	9	13	221	-47	663
54594837	36	-5	9	18	249	439	981
54599246	36	-3	6	24	39	650	1041
54603599	36	1	2	25	-51	539	1037
54608055	36	3	-2	21	-69	173	863
54612408	36	2	-3	18	239	-416	438
54616791	36	-2	-1	14	219	-580	207
54621145	36	-6	-3	7	-49	-114	373
54677284	36	-7	-4	3	65	141	585
54681703	36	-5	-3	2	27	126	478
54685940	36	-4	-3	-1	-301	88	182
54690161	36	-2	-3	-5	-392	190	-256
54694402	36	-2	-2	-9	-463	127	-463
54698691	36	-3	-1	-9	-388	-185	-416
54702920	36	-4	0	-9	-288	-250	-239
54707180	36	-6	2	-3	-474	-10	-186
54711498	36	-7	5	4	-327	258	-478
54715749	36	-4	4	8	-342	362	-649
54720076	36	-2	2	12	-168	485	-637
54724325	36	0	0	16	-11	360	-414
54728593	36	0	-2	16	143	38	-60
54732877	36	0	-1	10	474	-167	48
54737129	36	-2	0	10	390	-321	105
54741362	36	-2	3	12	310	-340	-46
54745614	36	-1	6	6	134	-203	-453
54749850	36	-3	6	2	30	-18	-760
54754079	36	-3	9	-1	68	-123	-935
54758329	36	-3	12	-3	34	-220	-1058
54762661	36	-3	15	-4	170	-63	-1152
54766908	36	-4	17	1	216	71	-1290
54771197	36	-4	18	10	168	296	-1335
54775437	36	-2	16	14	69	285	-1213
54779674	36	-2	13	19	165	127	-1350
54783988	36	-1	12	22	427	110	-1540
54788242	36	-2	11	22	556	112	-1379
54792576	36	-2	12	18	757	-22	-1318
54796825	36	-2	11	17	620	-129	-1289
54801050	36	-2	10	15	417	71	-1174
54805283	36	-2	10	10	154	40	-1381
54809527	36	-3	8	7	-9	-42	-1584
54813752	36	-3	8	2	-113	-66	-1448
54817994	36	-3	8	-1	-168	-135	-1217
54822265	36	-3	9	-2	4	17	-979
54826487	36	-3	8	2	-249	153	-680
54830737	36	-1	6	8	-241	177	-687
54835069	36	1	6	11	-189	92	-964
54839446	36	-1	6	17	-16	17	-1304
54843889	36	-2	8	19	369	-32	-1364
54848259	36	-3	9	20	450	89	-745
54852697	36	-2	9	18	457	144	-62
54857081	36	-1	8	16	425	84	222
54861439	36	0	8	16	455	132	371
54865808	36	2	7	12	263	-107	427
54870153	36	0	5	9	82	-276	256
54874522	36	-3	7	3	58	-268	122
54878879	36	-4	9	1	-144	-304	186
54883358	36	-4	12	1	-185	-81	204
54887722	36	-3	12	2	-414	239	313
54892080	36	-3	8	7	-421	222	436
54896515	36	-2	5	10	-196	-30	492
54900884	36	-3	1	15	-104	-28	622
54905339	36	-4	-1	18	109	118	799
54909714	36	-3	0	19	194	170	882
54914159	36	-2	0	18	204	327	842
54918529	36	0	-1	14	-22	405	925
54922887	36	3	-3	12	-29	43	953
54927273	36	3	-5	10	-56	-307	1016
54931616	36	-1	-6	6	-262	-341	1097
54935997	36	-5	-1	2	-92	-353	959
54940333	36	-6	5	-1	-130	-254	1011
54944804	36	-4	7	0	-318	158	1358
54949151	36	-2	7	2	-444	388	1647
54953525	36	0	3	8	-452	155	1855
54957975	36	0	-1	13	-341	-3	1909
54962335	36	-2	-2	17	-162	-103	1536
54966763	36	-3	2	19	206	-37	1076
54971110	36	-4	7	18	441	253	952
54975528	36	-2	9	18	301	430	1232
54979929	36	2	5	16	102	367	1667
54984297	36	5	1	14	75	-75	1856
54988657	36	4	-3	12	94	-522	1705
54993019	36	0	-4	5	37	-592	1306
54997396	36	113	976	-1	-72	-503	153
55053510	36	223	1897	-2	-88	-475	-702
55057941	36	203	1730	-4	33	-272	-599
55062168	36	178	1526	-8	-68	-134	-503
55066387	36	155	1346	-8	-257	-92	-455
55070727	36	136	1186	-8	-203	-182	-320
55074964	36	120	1044	-7	-325	-125	-82
55079274	36	106	921	-2	-83	58	-124
55083509	36	92	815	2	99	-148	-282
55087746	36	81	719	6	48	-74	-159
55092081	36	72	633	8	251	82	138
55096295	36	64	559	13	412	219	479
55100637	36	57	494	17	443	216	691
55104877	36	51	436	17	356	-29	656
55109097	36	45	387	12	547	-224	451
55113353	36	40	345	11	412	-330	351
55117605	36	33	304	11	105	-180	416
55121850	36	28	270	6	-54	-81	366
55126077	36	24	236	4	-331	-37	167
55130376	36	22	207	1	-408	-89	21
55134622	36	19	183	0	-431	-65	-74
55138850	36	16	164	2	-129	-31	-164
55143199	36	14	146	5	-14	-114	61
55147443	36	13	124	10	-234	-67	531
55151758	36	13	107	11	-6	-3	759
55155989	36	12	94	14	248	143	680
55160209	36	11	83	21	289	54	583
55164548	36	11	72	21	250	-183	453
55168768	36	9	64	17	234	-344	302
55172989	36	7	59	13	96	-359	332
55177237	36	5	52	10	-144	-160	403
55181461	36	3	44	7	-316	-21	544
55185710	36	4	37	3	-385	27	744
55189943	36	4	32	3	-395	-29	735
55194269	36	3	30	2	-296	-92	398
55198494	36	1	29	3	-179	-74	64
55202786	36	-1	28	6	-86	-26	-44
55207039	36	-1	28	8	-29	15	-174
55211270	36	0	26	10	71	174	-62
55215732	36	1	24	14	317	337	349
55220091	36	2	22	19	424	326	623
55224558	36	1	20	19	479	165	677
55228905	36	0	20	16	401	-39	468
55233286	36	-1	19	13	264	-63	84
55237631	36	-2	18	11	161	47	-216
55241995	36	-3	15	8	-125	269	-314
55246349	36	-3	13	5	-381	280	-318
55250721	36	-2	11	1	-470	110	-390
55255188	36	-3	9	1	-492	112	-472
55259559	36	-4	8	2	-387	86	-336
55264003	36	-5	7	4	-285	20	8
55268376	36	-3	4	7	-166	-24	397
55272729	36	-1	2	10	-80	138	753
55277210	36	0	1	16	-54	312	877
55281551	36	1	2	21	9	230	664
55286009	36	2	3	21	207	115	239
55290341	36	2	7	19	373	-3	-85
55294714	36	0	9	15	261	-61	-94
55299064	36	0	9	13	77	-160	127
55303447	36	-1	8	9	-205	-104	283
55307796	36	-1	7	6	-355	14	159
55312165	36	-1	7	2	-291	-93	-83
55316589	36	0	7	1	-310	-176	-286
55320959	36	-1	7	1	-181	-241	-272
55325429	36	-2	7	2	-81	-186	26
55329790	36	-1	7	5	-61	-178	314
55334142	36	-1	8	7	-9	-62	414
55338594	36	1	7	12	40	188	317
55342947	36	2	7	16	346	204	185
55347417	36	2	8	19	584	100	86
55351788	36	2	9	18	609	-116	-39
55356144	36	1	11	15	452	-225	-205
55360514	36	0	12	14	109	-295	-425
55364876	36	0	10	9	-127	-222	-647
55369239	36	-1	8	5	-352	-14	-817
55425341	36	-2	6	5	-502	21	-873
55429754	36	-2	5	5	-453	14	-1030
55433975	36	-3	4	0	-353	-129	-1213
55438322	36	-6	4	-4	-348	-142	-1179
55442563	36	-7	6	-5	-379	-145	-992
55446822	36	-6	7	-8	-379	41	-701
55451143	36	-4	6	-7	-463	302	-561
55455393	36	-2	6	-2	-358	108	-514
