11836759	36	-40	-48	-23	-1868	716	16392	-139	-506	-2420
11838771	36	-40	-48	-23	-1868	716	16392	-139	-506	-2420
11846690	36	-40	-48	-22	-1854	700	16284	-139	-506	-2422
11848699	36	-40	-48	-22	-1854	700	16284	-139	-506	-2422
11856701	36	-41	-48	-22	-1858	686	16402	-139	-506	-2424
11858712	36	-41	-48	-22	-1858	686	16402	-139	-506	-2424
11866697	36	-40	-48	-23	-1848	700	16294	-139	-506	-2426
11868709	36	-40	-48	-23	-1848	700	16294	-139	-506	-2426
11876701	36	-40	-48	-23	-1862	708	16354	-139	-506	-2428
11878713	36	-40	-48	-23	-1862	708	16354	-139	-506	-2428
11886692	36	-40	-48	-23	-1846	730	16320	-139	-506	-2430
11888704	36	-40	-48	-23	-1846	730	16320	-139	-506	-2430
11896695	36	-41	-48	-23	-1848	738	16332	-139	-506	-2433
11898707	36	-41	-48	-23	-1848	738	16332	-139	-506	-2433
11906698	36	-41	-48	-23	-1874	740	16352	-139	-506	-2435
11908710	36	-41	-48	-23	-1874	740	16352	-139	-506	-2435
11916700	36	-41	-48	-23	-1858	734	16330	-139	-506	-2437
11918712	36	-41	-48	-23	-1858	734	16330	-139	-506	-2437
11926689	36	-41	-48	-22	-1864	718	16354	-139	-506	-2439
11928703	36	-41	-48	-22	-1864	718	16354	-139	-506	-2439
11936689	36	-41	-48	-23	-1868	708	16338	-139	-506	-2441
11938701	36	-41	-48	-23	-1868	708	16338	-139	-506	-2441
11946691	36	-41	-47	-22	-1856	708	16360	-139	-506	-2443
11948703	36	-41	-47	-22	-1856	708	16360	-139	-506	-2443
11956696	36	-41	-47	-23	-1820	696	16316	-139	-506	-2445
11958708	36	-41	-47	-23	-1820	696	16316	-139	-506	-2445
11966698	36	-41	-48	-22	-1826	708	16346	-139	-506	-2447
11968710	36	-41	-48	-22	-1826	708	16346	-139	-506	-2447
11976687	36	-41	-48	-22	-1842	714	16336	-140	-506	-2449
11978697	36	-41	-48	-22	-1842	714	16336	-140	-506	-2449
11986702	36	-40	-48	-23	-1848	716	16332	-139	-506	-2452
11988714	36	-40	-48	-23	-1848	716	16332	-139	-506	-2452
11996710	36	-40	-47	-23	-1858	740	16330	-139	-506	-2454
11998722	36	-40	-47	-23	-1858	740	16330	-139	-506	-2454
12006688	36	-41	-48	-23	-1860	726	16342	-139	-506	-2456
12009053	36	-41	-48	-23	-1860	726	16342	-139	-506	-2456
12016690	36	-41	-48	-23	-1862	708	16344	-139	-506	-2458
